snapshot,0
2020-01-01 00:00:00,276.08187344244675
2020-01-01 01:00:00,292.87816306863044
2020-01-01 02:00:00,295.9785345844945
2020-01-01 03:00:00,301.25225196192457
2020-01-01 04:00:00,314.7757592652785
2020-01-01 05:00:00,314.37903986961055
2020-01-01 06:00:00,321.9825992674843
2020-01-01 07:00:00,338.53148212447525
2020-01-01 08:00:00,506.6873434544581
2020-01-01 09:00:00,2237.1124401434927
2020-01-01 10:00:00,3441.432053040508
2020-01-01 11:00:00,3936.6182936094287
2020-01-01 12:00:00,4775.226635421117
2020-01-01 13:00:00,3767.221124301355
2020-01-01 14:00:00,2835.0691450156073
2020-01-01 15:00:00,1439.7729919956926
2020-01-01 16:00:00,288.3519851490677
2020-01-01 17:00:00,293.832059121179
2020-01-01 18:00:00,315.2283008247638
2020-01-01 19:00:00,332.4907216214592
2020-01-01 20:00:00,340.0283301030962
2020-01-01 21:00:00,341.567187371837
2020-01-01 22:00:00,342.98674371184075
2020-01-01 23:00:00,338.35879449578715
